Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Price / International,Compare At Price / International,Status
m-8-rawl-bolt,M 8 Rawl Bolt,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTRB5/16x2.5,FALSE,,5 16 X 2 5 M 8,,,,,,0.0,kg,shopify,100,deny,manual,85.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTRB5/16x2.5.png,,,85.00,85.00,active
screws,Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTS-LB,FALSE,,1 2 L B,,,,,,0.0,kg,shopify,100,deny,manual,50.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTS-LB.png,,,50.00,50.00,active
screws,Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTS-LJ,FALSE,,11 4 L J 1 Doz,,,,,,0.0,kg,shopify,100,deny,manual,50.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTS-LJ.png,,,50.00,50.00,active
screws,Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTS.25-1.5,FALSE,,25 1 5 Wood 1 Doz,,,,,,0.0,kg,shopify,100,deny,manual,50.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTS.25-1.5.png,,,50.00,50.00,active
screws,Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTS2'',FALSE,,2 Wood,,,,,,0.0,kg,shopify,100,deny,manual,65.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTS2''.png,,,65.00,65.00,active
screws,Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTS3'',FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,65.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTS3''.png,,,65.00,65.00,active
concrete-screws,Concrete Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSC1,FALSE,,1,,,,,,0.0,kg,shopify,100,deny,manual,30.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSC1.png,,,30.00,30.00,active
concrete-screws,Concrete Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSC2.25'',FALSE,,2 25,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSC2.25''.png,,,35.00,35.00,active
concrete-screws,Concrete Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSC2.75'',FALSE,,2 75,,,,,,0.0,kg,shopify,100,deny,manual,40.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSC2.75''.png,,,40.00,40.00,active
concrete-screws,Concrete Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSC3.25'',FALSE,,3 25,,,,,,0.0,kg,shopify,100,deny,manual,45.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSC3.25''.png,,,45.00,45.00,active
concrete-screws,Concrete Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSC3.75,FALSE,,3 75,,,,,,0.0,kg,shopify,100,deny,manual,50.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSC3.75.png,,,50.00,50.00,active
concrete-screws,Concrete Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSC4,FALSE,,4,,,,,,0.0,kg,shopify,100,deny,manual,55.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSC4.png,,,55.00,55.00,active
dry-wall-screws,Dry Wall Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSDW1,FALSE,,1 Doz,,,,,,0.0,kg,shopify,100,deny,manual,50.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSDW1.png,,,50.00,50.00,active
dry-wall-screws,Dry Wall Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSDW1.5,FALSE,,1 5,,,,,,0.0,kg,shopify,100,deny,manual,70.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSDW1.5.png,,,70.00,70.00,active
dry-wall-screws,Dry Wall Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSDW2,FALSE,,2 Doz,,,,,,0.0,kg,shopify,100,deny,manual,80.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSDW2.png,,,80.00,80.00,active
dry-wall-screws,Dry Wall Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSDW2.5'',FALSE,,2 5,,,,,,0.0,kg,shopify,100,deny,manual,90.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSDW2.5''.png,,,90.00,90.00,active
dry-wall-screws,Dry Wall Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSDW3,FALSE,,3,,,,,,0.0,kg,shopify,100,deny,manual,100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSDW3.png,,,100.00,100.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST10X112,FALSE,,10 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST10X112.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST10x12,FALSE,,10 X 1 2,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST10x12.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST10X34,FALSE,,10 X 3 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST10X34.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST12X1,FALSE,,12 X 1,,,,,,0.0,kg,shopify,100,deny,manual,6.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST12X1.png,,,6.00,6.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST12X112,FALSE,,12 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,7.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST12X112.png,,,7.00,7.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST12x34,FALSE,,12 X 3 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST12x34.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST12X58,FALSE,,12 X 5 8,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST12X58.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST14X34,FALSE,,14 X 3 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST14X34.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST6X1,FALSE,,6 X 1,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST6X1.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST6X114,FALSE,,6 X 11 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST6X114.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST6X12,FALSE,,6 X 1 2,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST6X12.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST6X34,FALSE,,6 X 3 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST6X34.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST8X1,FALSE,,8 X 1,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST8X1.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST8X112,FALSE,,8 X 11 2,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST8X112.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST8X34,FALSE,,8 X 3 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST8X34.png,,,5.00,5.00,active
self-tapping,Self Tapping,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSST8X58,FALSE,,8 X 5 8,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSST8X58.png,,,5.00,5.00,active
zinc-screws,Zinc Screws,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTSZ,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,35.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTSZ.png,,,35.00,35.00,active
upholstry-staples-3-8-1-2,Upholstry Staples 3 8 1 2,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTUS38&12,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,800.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTUS38&12.png,,,800.00,800.00,active
flat-washer,Flat Washer,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWF1/4,FALSE,,1 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWF1/4.png,,,5.00,5.00,active
flat-washer,Flat Washer,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWF3/8,FALSE,,3 8,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWF3/8.png,,,5.00,5.00,active
flat-large-washer-large,Flat Large Washer Large,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWFLM,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,10.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWFLM.png,,,10.00,10.00,active
giant-wall-hooks,Giant Wall Hooks,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWHG,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,170.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWHG.png,,,170.00,170.00,active
lock-washer,Lock Washer,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWL,FALSE,,3 8,,,,,,0.0,kg,shopify,100,deny,manual,7.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWL.png,,,7.00,7.00,active
lock-washer,Lock Washer,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWL1/2,FALSE,,1 2,,,,,,0.0,kg,shopify,100,deny,manual,7.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWL1/2.png,,,7.00,7.00,active
lock-washer,Lock Washer,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWL1/4,FALSE,,1 4,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWL1/4.png,,,5.00,5.00,active
wall-plug,Wall Plug,,croftshill-enterprise,Hardware > Hardware Accessories > Hardware Fasteners,,FTWP,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,5.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FTWP.png,,,5.00,5.00,active
barrel-bolt,Barrel Bolt,,croftshill-enterprise,Hardware,,FXBB2.5,FALSE,,2 5 Brass,,,,,,0.0,kg,shopify,100,deny,manual,325.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXBB2.5.png,,,325.00,325.00,active
barrel-bolt,Barrel Bolt,,croftshill-enterprise,Hardware,,FXBB2C,FALSE,,2 Chrome,,,,,,0.0,kg,shopify,100,deny,manual,300.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXBB2C.png,,,300.00,300.00,active
barrel-bolt,Barrel Bolt,,croftshill-enterprise,Hardware,,FXBB3B,FALSE,,3 Brass,,,,,,0.0,kg,shopify,100,deny,manual,400.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXBB3B.png,,,400.00,400.00,active
barrel-bolt,Barrel Bolt,,croftshill-enterprise,Hardware,,FXBB3C,FALSE,,3 Chrome,,,,,,0.0,kg,shopify,100,deny,manual,410.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXBB3C.png,,,410.00,410.00,active
barrel-bolt,Barrel Bolt,,croftshill-enterprise,Hardware,,FXBB4B,FALSE,,4 Brass,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXBB4B.png,,,500.00,500.00,active
barrel-bolt,Barrel Bolt,,croftshill-enterprise,Hardware,,FXBB4C,FALSE,,4 Chrome,,,,,,0.0,kg,shopify,100,deny,manual,550.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXBB4C.png,,,550.00,550.00,active
cupboard-handle-pull,Cupboard Handle Pull,,croftshill-enterprise,Hardware,,FXCHP,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,205.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXCHP.png,,,205.00,205.00,active
cupboard-handle-pull,Cupboard Handle Pull,,croftshill-enterprise,Hardware,,FXCHPP,FALSE,,Porcelain,,,,,,0.0,kg,shopify,100,deny,manual,340.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXCHPP.png,,,340.00,340.00,active
cupboard-handle-pull,Cupboard Handle Pull,,croftshill-enterprise,Hardware,,FXCHPW,FALSE,,Wood,,,,,,0.0,kg,shopify,100,deny,manual,255.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXCHPW.png,,,255.00,255.00,active
cupboard-knobs,Cupboard Knobs,,croftshill-enterprise,Hardware,,FXCK,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,135.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXCK.png,,,135.00,135.00,active
cupboard-knobs,Cupboard Knobs,,croftshill-enterprise,Hardware,,FXCKP,FALSE,,Porcelain,,,,,,0.0,kg,shopify,100,deny,manual,145.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXCKP.png,,,145.00,145.00,active
cupboard-roller-catch,Cupboard Roller Catch,,croftshill-enterprise,Hardware,,FXCRC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,75.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXCRC.png,,,75.00,75.00,active
casement-stays,Casement Stays,,croftshill-enterprise,Hardware,,FXCS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,340.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXCS.png,,,340.00,340.00,active
bi-fold-doors,Bi Fold Doors,,croftshill-enterprise,Hardware,,FXDBi,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,10000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDBi.png,,,10000.00,10000.00,active
pine-wood-cathedral-door,Pine Wood Cathedral Door,,croftshill-enterprise,Hardware,,FXDC,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,27500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDC.png,,,27500.00,27500.00,active
ply-door,Ply Door,,croftshill-enterprise,Hardware,,FXDH28ply,FALSE,,28 Hollow,,,,,,0.0,kg,shopify,100,deny,manual,8200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDH28ply.png,,,8200.00,8200.00,active
ply-door,Ply Door,,croftshill-enterprise,Hardware,,FXDH30ply,FALSE,,30 Hollow,,,,,,0.0,kg,shopify,100,deny,manual,8200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDH30ply.png,,,8200.00,8200.00,active
ply-door,Ply Door,,croftshill-enterprise,Hardware,,FXDH32ply,FALSE,,32 Hollow,,,,,,0.0,kg,shopify,100,deny,manual,8200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDH32ply.png,,,8200.00,8200.00,active
ply-door,Ply Door,,croftshill-enterprise,Hardware,,FXDH36ply,FALSE,,36 Hollow,,,,,,0.0,kg,shopify,100,deny,manual,8200.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDH36ply.png,,,8200.00,8200.00,active
door-hollow,Door Hollow,,croftshill-enterprise,Hardware,,FXDHfab28,FALSE,,Fabricated 28,,,,,,0.0,kg,shopify,100,deny,manual,12500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHfab28.png,,,12500.00,12500.00,active
door-hollow,Door Hollow,,croftshill-enterprise,Hardware,,FXDHfab30,FALSE,,Fabricated 30,,,,,,0.0,kg,shopify,100,deny,manual,12500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHfab30.png,,,12500.00,12500.00,active
door-hollow,Door Hollow,,croftshill-enterprise,Hardware,,FXDHfab32,FALSE,,Fabricated 32,,,,,,0.0,kg,shopify,100,deny,manual,12500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHfab32.png,,,12500.00,12500.00,active
door-hollow,Door Hollow,,croftshill-enterprise,Hardware,,FXDHfab36,FALSE,,Fabricated 36,,,,,,0.0,kg,shopify,100,deny,manual,12500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHfab36.png,,,12500.00,12500.00,active
half-french-door,Half French Door,,croftshill-enterprise,Hardware,,FXDHFD,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,25000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHFD.png,,,25000.00,25000.00,active
door-hollow-fabricated-white-panel,Door Hollow Fabricated White Panel,,croftshill-enterprise,Hardware,,FXDHFWP30,FALSE,,30,,,,,,0.0,kg,shopify,100,deny,manual,13000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHFWP30.png,,,13000.00,13000.00,active
door-hollow-fabricated-white-panel,Door Hollow Fabricated White Panel,,croftshill-enterprise,Hardware,,FXDHFWP32,FALSE,,32,,,,,,0.0,kg,shopify,100,deny,manual,13000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHFWP32.png,,,13000.00,13000.00,active
door-hollow-fabricated-white-panel,Door Hollow Fabricated White Panel,,croftshill-enterprise,Hardware,,FXDHFWP36,FALSE,,36,,,,,,0.0,kg,shopify,100,deny,manual,13000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDHFWP36.png,,,13000.00,13000.00,active
metal-panel-door,Metal Panel Door,,croftshill-enterprise,Hardware,,FXDM30,FALSE,,30,,,,,,0.0,kg,shopify,100,deny,manual,23500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDM30.png,,,23500.00,23500.00,active
metal-panel-door,Metal Panel Door,,croftshill-enterprise,Hardware,,FXDM32,FALSE,,32,,,,,,0.0,kg,shopify,100,deny,manual,23500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDM32.png,,,23500.00,23500.00,active
metal-panel-door,Metal Panel Door,,croftshill-enterprise,Hardware,,FXDM36,FALSE,,36,,,,,,0.0,kg,shopify,100,deny,manual,23500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDM36.png,,,23500.00,23500.00,active
metal-cathedral-door,Metal Cathedral Door,,croftshill-enterprise,Hardware,,FXDMC30,FALSE,,30,,,,,,0.0,kg,shopify,100,deny,manual,32500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDMC30.png,,,32500.00,32500.00,active
metal-cathedral-door,Metal Cathedral Door,,croftshill-enterprise,Hardware,,FXDMC32,FALSE,,32,,,,,,0.0,kg,shopify,100,deny,manual,32500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDMC32.png,,,32500.00,32500.00,active
metal-cathedral-door,Metal Cathedral Door,,croftshill-enterprise,Hardware,,FXDMC36,FALSE,,36,,,,,,0.0,kg,shopify,100,deny,manual,32500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDMC36.png,,,32500.00,32500.00,active
metal-door-with-oval-glass,Metal Door With Oval Glass,,croftshill-enterprise,Hardware,,FXDMWOG,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,58000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDMWOG.png,,,58000.00,58000.00,active
grand-olympia-door,Grand Olympia Door,,croftshill-enterprise,Hardware,,FXDO,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,33050.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDO.png,,,33050.00,33050.00,active
pine-panel-door,Pine Panel Door,,croftshill-enterprise,Hardware,,FXDP30,FALSE,,30 Wood,,,,,,0.0,kg,shopify,100,deny,manual,19860.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDP30.png,,,19860.00,19860.00,active
pine-panel-door,Pine Panel Door,,croftshill-enterprise,Hardware,,FXDP32,FALSE,,32 Wood,,,,,,0.0,kg,shopify,100,deny,manual,19860.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDP32.png,,,19860.00,19860.00,active
pine-panel-door,Pine Panel Door,,croftshill-enterprise,Hardware,,FXDP36,FALSE,,36 Wood,,,,,,0.0,kg,shopify,100,deny,manual,19860.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDP36.png,,,19860.00,19860.00,active
door-stop,Door Stop,,croftshill-enterprise,Hardware,,FXDS,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,600.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDS.png,,,600.00,600.00,active
draw-slides,Draw Slides,,croftshill-enterprise,Hardware,,FXDS14,FALSE,,14,,,,,,0.0,kg,shopify,100,deny,manual,380.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDS14.png,,,380.00,380.00,active
draw-slides,Draw Slides,,croftshill-enterprise,Hardware,,FXDS16,FALSE,,16,,,,,,0.0,kg,shopify,100,deny,manual,440.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDS16.png,,,440.00,440.00,active
draw-slides,Draw Slides,,croftshill-enterprise,Hardware,,FXDS18,FALSE,,18,,,,,,0.0,kg,shopify,100,deny,manual,500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDS18.png,,,500.00,500.00,active
draw-slides,Draw Slides,,croftshill-enterprise,Hardware,,FXDSB16,FALSE,,With Bearings 16,,,,,,0.0,kg,shopify,100,deny,manual,1050.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDSB16.png,,,1050.00,1050.00,active
draw-slides,Draw Slides,,croftshill-enterprise,Hardware,,FXDSB18,FALSE,,With Bearings 18,,,,,,0.0,kg,shopify,100,deny,manual,1100.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDSB18.png,,,1100.00,1100.00,active
strips-for-bottom-of-metal-doors-door-sweeps,Strips For Bottom Of Metal Doors Door Sweeps,,croftshill-enterprise,Hardware,,FXDSM,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,1500.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDSM.png,,,1500.00,1500.00,active
v-joint-door,V Joint Door,,croftshill-enterprise,Hardware,,FXDVJ30,FALSE,,30,,,,,,0.0,kg,shopify,100,deny,manual,15000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDVJ30.png,,,15000.00,15000.00,active
v-joint-door,V Joint Door,,croftshill-enterprise,Hardware,,FXDVJ32,FALSE,,32,,,,,,0.0,kg,shopify,100,deny,manual,15000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDVJ32.png,,,15000.00,15000.00,active
v-joint-door,V Joint Door,,croftshill-enterprise,Hardware,,FXDVJ36,FALSE,,36,,,,,,0.0,kg,shopify,100,deny,manual,11000.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXDVJ36.png,,,11000.00,11000.00,active
dresser-mirror-glass,Dresser Mirror Glass,,croftshill-enterprise,Hardware,,FXGD,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXGD.png,,,2150.00,2150.00,active
wardrobe-glass,Wardrobe Glass,,croftshill-enterprise,Hardware,,FXGW,FALSE,Title,Default Title,,,,,,0.0,kg,shopify,100,deny,manual,2150.00,,FALSE,TRUE,,https://s3.amazonaws.com/croftshillent.com-photos/FXGW.png,,,2150.00,2150.00,active
